,open,high,low,close,volume
2024-01-01 00:00:00,1.1006628812686674,1.1051393437353174,1.1006231339979309,1.1,277
2024-01-01 01:00:00,2.1997908308457736,2.204032231151044,2.199576301314152,2.1986173569882883,392
2024-01-01 02:00:00,3.305275263927999,3.3064889942837135,3.3028346981351637,3.3050942423692953,145
2024-01-01 03:00:00,4.4190277089854195,4.419943082157527,4.4168743507304775,4.420324540933375,269
2024-01-01 04:00:00,5.518382695137895,5.523877704823345,5.516857656659601,5.517983007186142,370
2024-01-01 05:00:00,6.614990280722859,6.615989741075162,6.612917674938714,6.615641637616651,516
2024-01-01 06:00:00,7.730905149089976,7.7319576448030105,7.729714079219608,7.731433765771726,947
2024-01-01 07:00:00,8.83969447708201,8.842471152638426,8.837893410927347,8.839108113063254,238
2024-01-01 08:00:00,9.93565165227534,9.936421695898765,9.932252780309321,9.934413369203906,346
2024-01-01 09:00:00,11.039860241216502,11.040626219185985,11.03905665116262,11.039838969639765,247
2024-01-01 10:00:00,12.13551362572424,12.135796140004414,12.13415090107109,12.13520479271164,329
2024-01-01 11:00:00,13.232249710120572,13.236510843080186,13.229942325557891,13.230547495175937,891
2024-01-01 12:00:00,14.333207871071085,14.33474428550435,14.331698404474949,14.332967117891597,736
2024-01-01 13:00:00,15.4164359985592,15.416866791570111,15.416037150587226,15.413834315445019,803
2024-01-01 14:00:00,16.497150646765522,16.49816718404487,16.4962045702012,16.49658513711989,473
2024-01-01 15:00:00,17.58920149906833,17.597053974481202,17.58791035492426,17.590962261827485,179
2024-01-01 16:00:00,18.681587292245247,18.685755518124243,18.678265125414114,18.68083395062414,705
2024-01-01 17:00:00,19.784357582334977,19.7878069756345,19.783351078205477,19.783976423950094,837
2024-01-01 18:00:00,20.87618593594896,20.876760830987763,20.872059129644,20.874896183194878,164
2024-01-01 19:00:00,21.961446327532794,21.9620209853416,21.96081162654831,21.960773146181523,187
2024-01-01 20:00:00,23.075291177886758,23.07538220237736,23.073408814153918,23.07542963387074,187
2024-01-01 21:00:00,24.17194757262959,24.172796045296387,24.171563777157846,24.17317187086588,812
2024-01-01 22:00:00,25.27363812965547,25.274777795511948,25.26974144436589,25.273847152912758,825
2024-01-01 23:00:00,26.358749150596417,26.359408168067564,26.356698932291252,26.359599671050624,303
2024-01-02 00:00:00,27.45357532035557,27.45660966774891,27.452267523578918,27.454155843805374,481
2024-01-02 01:00:00,28.555853648106893,28.557354806441936,28.55579902134719,28.55526506970247,700
2024-01-02 02:00:00,29.645425038432595,29.646257427242364,29.645330297027506,29.643755133928245,575
2024-01-02 03:00:00,30.74790678564153,30.75016692431961,30.744742432114837,30.747512114111707,672
2024-01-02 04:00:00,31.840309844150486,31.84120986986648,31.83842904631752,31.84150572721252,882
2024-01-02 05:00:00,32.939033392382804,32.94154769081653,32.93791187056885,32.938588789714586,705
2024-01-02 06:00:00,34.033768355078934,34.034839025252964,34.02969591407322,34.03257172359229,918
2024-01-02 07:00:00,35.15048472253306,35.151201629769474,35.150389735596555,35.15109450543738,638
2024-01-02 08:00:00,36.250825516023326,36.25228742857476,36.25032737233402,36.25095953319,313
2024-01-02 09:00:00,37.34039711209517,37.34191295579502,37.337051324292545,37.34038242390044,173
2024-01-02 10:00:00,38.44782297470838,38.44919399018596,38.447014548977826,38.448607873021466,160
2024-01-02 11:00:00,39.5370477169556,39.54074493462219,39.535615971466214,39.536399436521755,797
2024-01-02 12:00:00,40.638367124323196,40.6387182522142,40.637913055365466,40.6384880724718,642
2024-01-02 13:00:00,41.71931090367691,41.72064821328643,41.71866276732649,41.718891371233006,318
2024-01-02 14:00:00,42.80472201856622,42.804918153645296,42.803539134262714,42.80560951074402,111
2024-01-02 15:00:00,43.907140664802384,43.90973240836611,43.90578022408143,43.90757812310271,913
2024-01-02 16:00:00,45.01568517026049,45.01712283503571,45.01507036312105,45.014962788902665,514
2024-01-02 17:00:00,46.11630363856247,46.11779364918822,46.114654414061604,46.11667647171456,131
2024-01-02 18:00:00,47.21724695274192,47.21763634733415,47.2166937512109,47.215519988890684,259
2024-01-02 19:00:00,48.312109315749176,48.312237692103395,48.309718354447526,48.31250895193479,336
2024-01-02 20:00:00,49.39794841675687,49.39813192172576,49.39675515863964,49.39772373203112,838
2024-01-02 21:00:00,50.491457880779045,50.4919623615719,50.48726200210078,50.49052528994717,280
2024-01-02 22:00:00,51.58450053650464,51.58473299459089,51.58344927463667,51.58591890223757,928
2024-01-02 23:00:00,52.69472931568778,52.69515874205412,52.6946645016611,52.69649012449976,657
2024-01-03 00:00:00,53.798400651080875,53.801556887196,53.797055679888864,53.799926307395445,440
2024-01-03 01:00:00,54.883558489945244,54.885529389316474,54.8831119482734,54.882295905841815,557
2024-01-03 02:00:00,55.98498488738987,55.986723196574864,55.9815004440046,55.98553674553576,179
2024-01-03 03:00:00,57.08424412201726,57.085155201069306,57.08315203841963,57.081685922731594,746
2024-01-03 04:00:00,58.17435245512988,58.176130936786336,58.17216821272918,58.17491670272854,871
2024-01-03 05:00:00,59.28121801692015,59.28312861803663,59.280947340224365,59.28103346561695,919
2024-01-03 06:00:00,60.392885570794476,60.39463766437954,60.39089667604346,60.39134346084191,858
2024-01-03 07:00:00,61.50266235492123,61.505607696272726,61.501370342547,61.50065626203307,572
2024-01-03 08:00:00,62.59432559037747,62.59553355162941,62.58958227165576,62.59226408680084,770
2024-01-03 09:00:00,63.69038032927292,63.69083942658364,63.68629618996707,63.68917196304233,814
2024-01-03 10:00:00,64.79350865988216,64.79678762820721,64.79291810000092,64.79248459735635,211
2024-01-03 11:00:00,65.90283257557678,65.9036175177889,65.9012795772958,65.90224004862758,391
2024-01-03 12:00:00,66.9982266673253,67.00021980834646,66.99791241148732,66.99744830624913,921
2024-01-03 13:00:00,68.09504053076616,68.09597352152461,68.09468815112115,68.09559171648249,730
2024-01-03 14:00:00,69.183710167859,69.18499112744941,69.1823764704251,69.18452836674243,482
2024-01-03 15:00:00,70.27256292604422,70.27294393225621,70.27216709270954,70.27256630050162,116
2024-01-03 16:00:00,71.38052137410304,71.38116948815949,71.3793064295278,71.38069155872556,592
2024-01-03 17:00:00,72.49380073096194,72.49609611374157,72.49299200697655,72.49425395901126,430
2024-01-03 18:00:00,73.59423024524293,73.5944006641422,73.59285768697141,73.59353385779546,838
2024-01-03 19:00:00,74.70452449198295,74.71050676392476,74.70165914940347,74.70356918677439,972
2024-01-03 20:00:00,75.80727395391115,75.80764774622747,75.80698228097071,75.80718554702486,585
2024-01-03 21:00:00,76.90221187955987,76.9054728260473,76.90104128068684,76.90073434947881,505
2024-01-03 22:00:00,78.00320661641976,78.00561860545285,78.00217684922761,78.0043483055339,216
2024-01-03 23:00:00,79.11953501173927,79.1210898264448,79.117895161234,79.11972867119856,654
2024-01-04 00:00:00,80.21865358848686,80.21958693045079,80.21800490806683,80.21937041080746,979
2024-01-04 01:00:00,81.33315031074852,81.33619232320284,81.33208485975209,81.3350168473656,214
2024-01-04 02:00:00,82.40873671563887,82.41063454868052,82.40705738791,82.4088193963247,894
2024-01-04 03:00:00,83.51691667386007,83.5204114002559,83.51420163878038,83.51703842136845,648
2024-01-04 04:00:00,84.61942234179408,84.6212867249226,84.61762099902906,84.61790889205083,913
2024-01-04 05:00:00,85.71554963023074,85.71602274080517,85.7136212300879,85.71491881854618,724
2024-01-04 06:00:00,86.81481223948721,86.81708347978157,86.81265212736893,86.81583642631153,646
2024-01-04 07:00:00,87.89781482973186,87.90002741675669,87.89592925270358,87.89596073716552,743
2024-01-04 08:00:00,88.99498505198268,88.99663408030574,88.99401044150859,88.99376401828715,435
2024-01-04 09:00:00,90.09791724170574,90.09913442115223,90.09577338197532,90.09733514400227,435
2024-01-04 10:00:00,91.21188760035083,91.21294555576696,91.21012903478601,91.21211408444968,988
2024-01-04 11:00:00,92.30597194303022,92.30808505831574,92.3052747527905,92.30693138226694,839
2024-01-04 12:00:00,93.39847423946193,93.40092040559612,93.39822389060517,93.39884644623801,246
2024-01-04 13:00:00,94.49491762442187,94.49543533322262,94.4932238602141,94.49382887580217,221
2024-01-04 14:00:00,95.60486748328512,95.60557249322183,95.60463703482002,95.60298289697919,180
2024-01-04 15:00:00,96.70781365160406,96.70895435433688,96.70704376582724,96.70627040807578,784
2024-01-04 16:00:00,97.80048395661632,97.80412516321742,97.7994021395792,97.8009728060381,765
2024-01-04 17:00:00,98.90498586293594,98.90552597765273,98.90323352460156,98.90610548036923,761
2024-01-04 18:00:00,100.00721714210962,100.01104165206047,100.00588045171993,100.00707625586271,474
2024-01-04 19:00:00,101.11499426640248,101.11513153449465,101.11487211505977,101.11676270576804,669
2024-01-04 20:00:00,102.21006534254344,102.21280197262111,102.20794846127616,102.20974217482926,162
2024-01-04 21:00:00,103.30631795077699,103.31029250277545,103.301321828742,103.30646555336328,603
2024-01-04 22:00:00,104.4020784353301,104.40390116077445,104.40167751606727,104.40254447183196,767
2024-01-04 23:00:00,105.48631461928336,105.48652612686591,105.48509680857086,105.48790932235063,548
2024-01-05 00:00:00,106.59138412522785,106.59391153858316,106.59085999160968,106.59087052512128,527
2024-01-05 01:00:00,107.69294837700342,107.69464100895836,107.68904925356792,107.69348107784307,967
2024-01-05 02:00:00,108.7923622955738,108.79344925433114,108.79166059671364,108.7935322124095,526
2024-01-05 03:00:00,109.88831407886246,109.8887136997299,109.88387738334237,109.89118634107575,520
2024-01-05 04:00:00,110.97700511875018,110.97753315891285,110.97426571653487,110.97703263365524,421
2024-01-05 05:00:00,112.07459843202426,112.07714313902447,112.07242632286003,112.07282618042758,779
2024-01-05 06:00:00,113.17106029447686,113.17252527868241,113.16854948725793,113.16939903526232,265
2024-01-05 07:00:00,114.26091916631351,114.26149661363917,114.25902742702614,114.2613762625701,696
2024-01-05 08:00:00,115.35916119339308,115.36247096826554,115.357360012688,115.35976340545344,748
2024-01-05 09:00:00,116.46427268827766,116.46619278086821,116.46200711837513,116.46380391402158,560
2024-01-05 10:00:00,117.58166738759449,117.58191280546168,117.58096664716172,117.58266577303368,558
2024-01-05 11:00:00,118.68471334306182,118.68490008781036,118.68302469498745,118.684411551162,288
2024-01-05 12:00:00,119.78775313534761,119.79001354279696,119.7875481660633,119.78698705506923,563
2024-01-05 13:00:00,120.88746952913546,120.89229288248661,120.88650387395384,120.88624259591157,478
2024-01-05 14:00:00,121.9669547296821,121.9699875177926,121.96339241285317,121.96705488375858,101
2024-01-05 15:00:00,123.06658607125391,123.0677903078947,123.06212513521567,123.06678974500409,717
2024-01-05 16:00:00,124.16651406451673,124.1666581382393,124.16606069601974,124.16739204710349,463
2024-01-05 17:00:00,125.29119758787431,125.2916220058141,125.29007447238165,125.29202446822835,171
2024-01-05 18:00:00,126.38987437968864,126.39177821660869,126.38876820005481,126.39010085858054,526
2024-01-05 19:00:00,127.4934836975107,127.49363865854774,127.49209196983252,127.49311633200388,737
2024-01-05 20:00:00,128.59368279893306,128.59419830401333,128.59133591437978,128.59276921430683,269
2024-01-05 21:00:00,129.68027925497992,129.6827627761309,129.6797341655372,129.6810824339306,304
2024-01-05 22:00:00,130.79400335064472,130.7946717034792,130.7933221532309,130.79251066207576,924
2024-01-05 23:00:00,131.8997588688016,131.90006938689925,131.89875858273538,131.90002999240264,436
2024-01-06 00:00:00,133.0079189445787,133.01173455969445,133.0052050734393,133.00794031187306,571
2024-01-06 01:00:00,134.09809922564597,134.09981999566753,134.09765291953647,134.0988464373251,294
2024-01-06 02:00:00,135.2104501401742,135.21127735124105,135.20934636823057,135.21287438043447,769
2024-01-06 03:00:00,136.2997399152029,136.3035152905176,136.29837945478607,136.29885586980654,752
2024-01-06 04:00:00,137.40546128464166,137.40657439089074,137.40158777923665,137.40472444074456,374
2024-01-06 05:00:00,138.52634766944556,138.52901863258376,138.52482495890592,138.52662899700266,106
2024-01-06 06:00:00,139.61679062446856,139.6177626970474,139.6150340979629,139.61672363375135,665
2024-01-06 07:00:00,140.71157659567302,140.7146712036509,140.7113768217642,140.71106065645532,715
2024-01-06 08:00:00,141.8104946242493,141.81266000635705,141.80953313508977,141.8120571701062,953
2024-01-06 09:00:00,142.90649336088768,142.90743561019133,142.90349994007278,142.90702241356502,949
2024-01-06 10:00:00,143.99231004393397,143.99249731631144,143.99132011297323,143.99151577925434,672
2024-01-06 11:00:00,145.09094711957923,145.09359871287432,145.08995197458262,145.0922014090024,698
2024-01-06 12:00:00,146.1818719297973,146.18444625693448,146.17957258575953,146.18157837186513,869
2024-01-06 13:00:00,147.28495771436684,147.28775195073706,147.2843645604898,147.28631429617147,277
2024-01-06 14:00:00,148.37758648381154,148.37875368246424,148.37505118078917,148.37712005382912,341
2024-01-06 15:00:00,149.49258375639698,149.49466051409902,149.49200630039095,149.49261939787928,302
2024-01-06 16:00:00,150.58317173314003,150.586210425291,150.5808574999026,150.58478686495593,642
2024-01-06 17:00:00,151.68273098914833,151.68839530034455,151.68006473243878,151.68156624979386,900
2024-01-06 18:00:00,152.78896683039076,152.78986914810758,152.78586380589263,152.78970142196755,561
2024-01-06 19:00:00,153.87658252636618,153.877686007966,153.87525842269667,153.8773927788032,179
2024-01-06 20:00:00,154.97986794734646,154.98226847084595,154.9774907537003,154.97966737814923,622
2024-01-06 21:00:00,156.09388744304147,156.09481376576565,156.0901887187587,156.09273880569205,516
2024-01-06 22:00:00,157.17564815152747,157.1764710047417,157.17396194086282,157.17666397334645,865
2024-01-06 23:00:00,158.2785719917816,158.2808797932501,158.27624631462655,158.27851031193177,483
2024-01-07 00:00:00,159.38153795637456,159.38527743977394,159.38037792370926,159.38110913987424,490
2024-01-07 01:00:00,160.48962047419928,160.49039751574966,160.4873076425658,160.48892736859202,995
2024-01-07 02:00:00,161.5767343030385,161.57711515081834,161.57503414437366,161.57655786148322,898
2024-01-07 03:00:00,162.6629862675133,162.66388470495588,162.66215090600883,162.66335329535238,787
2024-01-07 04:00:00,163.7677451207879,163.76876473417428,163.76753023203923,163.76857271100855,225
